# BugSigDB 2026-01-12_00:01_UTC, License: Creative Commons Attribution 4.0 International, URL: https://bugsigdb.org
BSDB ID,Study,Study design,PMID,DOI,URL,Authors list,Title,Journal,Year,Keywords,Experiment,Location of subjects,Host species,Body site,UBERON ID,Condition,EFO ID,Group 0 name,Group 1 name,Group 1 definition,Group 0 sample size,Group 1 sample size,Antibiotics exclusion,Sequencing type,16S variable region,Sequencing platform,Data transformation,Statistical test,Significance threshold,MHT correction,LDA Score above,Matched on,Confounders controlled for,Pielou,Shannon,Chao1,Simpson,Inverse Simpson,Richness,Signature page name,Source,Curated date,Curator,Revision editor,Description,Abundance in Group 1,MetaPhlAn taxon names,NCBI Taxonomy IDs,State,Reviewer
bsdb:39131354/1/2,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 1,United States of America,Mus musculus,Feces,UBERON:0001988,Response to ketogenic diet,EFO:0009372,control diet (CD) group,KD4:1 group,Mice fed a ketogenic diet of 4:1 fat to protein ratio,14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,NA,increased,NA,NA,NA,increased,Signature 2,Supplementary Figure 2a,17 December 2024,Kavyaayala,"Kavyaayala,WikiWorks",Fecal microbiome of KD4:1 group compared to CD group,decreased,k__Bacillati|p__Bacillota|c__Erysipelotrichia,1783272|1239|526524,Complete,NA
bsdb:39131354/2/1,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 2,United States of America,Mus musculus,Feces,UBERON:0001988,Response to ketogenic diet,EFO:0009372,control diet (CD) group,KD3:1 group,Mice fed a ketogenic diet of 3:1 fat to protein ratio,14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,NA,unchanged,NA,NA,NA,increased,Signature 1,Supplementary Figure 2a,17 December 2024,Kavyaayala,"Kavyaayala,WikiWorks",Fecal microbiome of KD3:1 group compared to CD group,decreased,k__Bacillati|p__Actinomycetota,1783272|201174,Complete,NA
bsdb:39131354/2/2,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 2,United States of America,Mus musculus,Feces,UBERON:0001988,Response to ketogenic diet,EFO:0009372,control diet (CD) group,KD3:1 group,Mice fed a ketogenic diet of 3:1 fat to protein ratio,14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,NA,unchanged,NA,NA,NA,increased,Signature 2,Supplementary Figure 2a,17 December 2024,Kavyaayala,"Kavyaayala,WikiWorks",Fecal microbiome of KD3:1 group compared to CD group,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus sciuri,k__Pseudomonadati|p__Pseudomonadota",1783272|1239|91061|1385|90964|2803850|1296;3379134|1224,Complete,NA
bsdb:39131354/3/1,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 3,United States of America,Mus musculus,Feces,NA,NA,NA,control diet (CD) group,MCT2.5:1 group,"Mice fed a medium chain triglyceride (MCT) diet, a variation of the ketogenic diet using only MCT fats",14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,NA,increased,NA,NA,NA,increased,Signature 1,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of MCT2.5:1 group compared to CD group,increased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia,k__Bacillati|p__Actinomycetota|c__Coriobacteriia,k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae,",3379134|976|200643;1783272|201174|84998;3379134|200930|68337;1783272|1239|91061|186826|1300;,Complete,NA
bsdb:39131354/3/2,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 3,United States of America,Mus musculus,Feces,NA,NA,NA,control diet (CD) group,MCT2.5:1 group,"Mice fed a medium chain triglyceride (MCT) diet, a variation of the ketogenic diet using only MCT fats",14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,NA,increased,NA,NA,NA,increased,Signature 2,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of MDT2.5:1 group compared to CD group,decreased,"k__Bacillati|p__Actinomycetota,k__Bacillati|p__Bacillota|c__Erysipelotrichia",1783272|201174;1783272|1239|526524,Complete,NA
bsdb:39131354/4/1,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 4,United States of America,Mus musculus,Feces,UBERON:0001988,Ketogenic diet,EFO:0009371,KD3:1 group,MCT2.5:1 group,"Mice fed a medium chain triglyceride (MCT) diet, a variation of the ketogenic diet using only MCT fats",14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,increased,increased,NA,NA,NA,NA,Signature 1,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of MDT2.5:1 group compared to KD3:1 group,increased,k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres,3379134|200930|68337,Complete,NA
bsdb:39131354/4/2,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 4,United States of America,Mus musculus,Feces,UBERON:0001988,Ketogenic diet,EFO:0009371,KD3:1 group,MCT2.5:1 group,"Mice fed a medium chain triglyceride (MCT) diet, a variation of the ketogenic diet using only MCT fats",14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,increased,increased,NA,NA,NA,NA,Signature 2,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of MDT2.5:1 group compared to KD3:1 group,decreased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus sciuri,k__Pseudomonadati|p__Pseudomonadota",1783272|1239|91061|186826|81852|1350|1351;3379134|1224|1236|91347|543|561|562;1783272|1239|91061|1385|90964|2803850|1296;3379134|1224,Complete,NA
bsdb:39131354/5/1,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 5,United States of America,Mus musculus,Feces,UBERON:0001988,Ketogenic diet,EFO:0009371,KD4:1 group,KD3:1 group,Mice fed a ketogenic diet of 3:1 fat to protein ratio,14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,decreased,unchanged,NA,NA,NA,NA,Signature 1,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of KD3:1 group compared to KD4:1 group,increased,"k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus faecalis,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia coli,k__Bacillati|p__Bacillota|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Mammaliicoccus|s__Mammaliicoccus sciuri",1783272|1239|91061|186826|81852|1350|1351;3379134|1224|1236|91347|543|561|562;1783272|1239|91061|1385|90964|2803850|1296,Complete,NA
bsdb:39131354/5/2,39131354,randomized controlled trial,39131354,10.1101/2024.07.31.606041,NA,"Özcan E, Yu KB, Dinh L, Lum GR, Lau K, Hsu J, Arino M, Paramo J, Lopez-Romero A , Hsiao EY",Dietary fiber content in clinical ketogenic diets modifies the gut microbiome and seizure resistance in mice,bioRxiv : the preprint server for biology,2024,NA,Experiment 5,United States of America,Mus musculus,Feces,UBERON:0001988,Ketogenic diet,EFO:0009371,KD4:1 group,KD3:1 group,Mice fed a ketogenic diet of 3:1 fat to protein ratio,14,14,NA,PCR,NA,Illumina,relative abundances,Kruskall-Wallis,0.05,NA,NA,NA,NA,decreased,unchanged,NA,NA,NA,NA,Signature 2,Supplementary Figure 2a,2 March 2025,Kavyaayala,Kavyaayala,Fecal microbiome of KD3:1 group compared to KD4:1 group,decreased,k__Pseudomonadati|p__Deferribacterota|c__Deferribacteres,3379134|200930|68337,Complete,NA
bsdb:39143178/1/1,39143178,case-control,39143178,10.1038/s41598-024-69742-4,NA,"Duru IC, Lecomte A, Shishido TK, Laine P, Suppula J, Paulin L, Scheperjans F, Pereira PAB , Auvinen P",Metagenome-assembled microbial genomes from Parkinson's disease fecal samples,Scientific reports,2024,"Ruminococcus bromii, Metagenome, Microdiversity, Parkinson’s disease",Experiment 1,Finland,Homo sapiens,Feces,UBERON:0001988,Parkinson's disease,MONDO:0005180,Control,Parkinson’s disease (PD) patients,Parkinson’s disease (PD) patients refers to patients diagnosed of Parkinson’s disease (PD) - a common neurodegenerative disease.,68,68,NA,WMS,NA,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,sex",NA,NA,NA,NA,NA,NA,NA,Signature 1,Supplementary Table 14,3 March 2025,KateRasheed,KateRasheed,Differential abundance of taxa between Control and PD patients using DESeq2,increased,"k__Methanobacteriati|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter smithii,k__Methanobacteriati|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae|g__Methanomethylophilus|s__Methanomethylophilus alvi",3366610|28890|183925|2158|2159|2172|2173;3366610|2283796|183967|1235850|2517203|1291539|1291540,Complete,Svetlana up
bsdb:39143178/1/2,39143178,case-control,39143178,10.1038/s41598-024-69742-4,NA,"Duru IC, Lecomte A, Shishido TK, Laine P, Suppula J, Paulin L, Scheperjans F, Pereira PAB , Auvinen P",Metagenome-assembled microbial genomes from Parkinson's disease fecal samples,Scientific reports,2024,"Ruminococcus bromii, Metagenome, Microdiversity, Parkinson’s disease",Experiment 1,Finland,Homo sapiens,Feces,UBERON:0001988,Parkinson's disease,MONDO:0005180,Control,Parkinson’s disease (PD) patients,Parkinson’s disease (PD) patients refers to patients diagnosed of Parkinson’s disease (PD) - a common neurodegenerative disease.,68,68,NA,WMS,NA,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,sex",NA,NA,NA,NA,NA,NA,NA,Signature 2,Supplementary Table 14,3 March 2025,KateRasheed,KateRasheed,Differential abundance of taxa between Control and PD patients using DESeq2,decreased,k__Methanobacteriati|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus Methanomassiliicoccus intestinalis,3366610|2283796|183967|1235850|1577788|1080709|1406512,Complete,Svetlana up
bsdb:39223134/1/1,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 1,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,healthy controls,Diarrhea,Children under 5 years with Acute(AD) and Prolonged or persistent diarrhea(ProPD),663,650,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 1,Supplementary Table 1,4 October 2024,Cateline Ouma,"Cateline Ouma,Peace Sandy,WikiWorks",This is a box plot that compares the relative abundance of bacterial taxa in Ethiopian children with diarrhea (both acute and prolonged/persistent) to that in non-diarrheal controls.,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia sp.,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus parainfluenzae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus ruminis,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar,,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus",3379134|1224|1236|91347|543|561|1884818;3379134|1224|1236|135625|712|724|729;1783272|1239|91061|186826|33958|2767887|1623;1783272|1239|909932|1843489|31977|29465|39778;;3379134|29547|3031852|213849|72294|194;3379134|1224|1236|91347|543;1783272|1239|91061|186826|1300|1301,Complete,Peace Sandy
bsdb:39223134/1/2,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 1,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,healthy controls,Diarrhea,Children under 5 years with Acute(AD) and Prolonged or persistent diarrhea(ProPD),663,650,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 2,"Figure 4a, Supplementary Table 1",9 October 2024,Cateline Ouma,"Cateline Ouma,Peace Sandy,WikiWorks",This is a box plot that shows the differential abundance between children with diarrhea (AD and ProPD) and healthy controls.,decreased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister succinatiphilus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|g__Gemmiger|s__Gemmiger formicilis,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus ruminis,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella copri,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae",3379134|976|200643|171549|815|816|817;1783272|1239|909932|1843489|31977|39948|487173;1783272|1239|186801|186802|216572|216851|853;1783272|1239|186801|186802|204475|745368;1783272|1239|91061|186826|33958|2767887|1623;3379134|976|200643|171549|171552|2974251|165179;3379134|1224|1236|135624|83763|83770|83771;1783272|201174|84998|84999|84107;1783272|1239|186801|3085636|186803;1783272|1239|91061|186826|33958|1578;1783272|1239|909932|909929|1843491|52225;3379134|976|200643|171549|171552,Complete,Peace Sandy
bsdb:39223134/2/1,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 2,Ethiopia,Homo sapiens,Feces,NA,Diarrheal disease,MONDO:0001673,Healthy Controls,Acute Diarrhea,Children under 5 years with acute diarrhea that lasted less than 7 days prior to enrollment into the study,663,554,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 1,"Figure 4b, Supplementary Table 2",9 October 2024,Cateline Ouma,"Cateline Ouma,Peace Sandy,WikiWorks",A box plot comparing the relative abundance of taxa in children with acute diarrhea (AD) and non-diarrheal controls,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia sp.,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus|s__Haemophilus parainfluenzae,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar,,k__Bacillati|p__Actinomycetota|c__Actinomycetes|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Ligilactobacillus|s__Ligilactobacillus ruminis",3379134|1224|1236|91347|543|561|1884818;3379134|1224|1236|135625|712|724|729;1783272|1239|909932|1843489|31977|29465|39778;;1783272|201174|1760|85004|31953|1678;3379134|29547|3031852|213849|72294|194;1783272|1239|91061|186826|1300|1301;1783272|1239|91061|186826|33958|2767887|1623,Complete,Peace Sandy
bsdb:39223134/2/2,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 2,Ethiopia,Homo sapiens,Feces,NA,Diarrheal disease,MONDO:0001673,Healthy Controls,Acute Diarrhea,Children under 5 years with acute diarrhea that lasted less than 7 days prior to enrollment into the study,663,554,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,education level,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 2,"Figure 4b, Supplementary Table 2",9 October 2024,Cateline Ouma,"Cateline Ouma,Peace Sandy,WikiWorks",A box plot comparing the relative abundance of taxa in children with acute diarrhea (AD) and non-diarrheal controls,decreased,"k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides fragilis,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Dialister|s__Dialister succinatiphilus,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Faecalibacterium|s__Faecalibacterium prausnitzii,k__Bacillati|p__Bacillota|c__Clostridia|o__Eubacteriales|g__Gemmiger|s__Gemmiger formicilis,k__Pseudomonadati|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Segatella|s__Segatella copri,k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Aeromonadales|f__Succinivibrionaceae|g__Succinivibrio|s__Succinivibrio dextrinosolvens,k__Bacillati|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus,k__Bacillati|p__Bacillota|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Mitsuokella",3379134|976|200643|171549|815|816|817;1783272|1239|909932|1843489|31977|39948|487173;1783272|1239|186801|186802|216572|216851|853;1783272|1239|186801|186802|204475|745368;3379134|976|200643|171549|171552|2974251|165179;3379134|1224|1236|135624|83763|83770|83771;1783272|201174|84998|84999|84107;1783272|1239|186801|3085636|186803;1783272|1239|91061|186826|33958|1578;1783272|1239|909932|909929|1843491|52225,Complete,Peace Sandy
bsdb:39223134/3/1,39223134,case-control,39223134,10.1038/s41467-024-51464-w,NA,"Tesfaw G., Siraj D.S., Abdissa A., Jakobsen R.R., Johansen Ø.H., Zangenberg M., Hanevik K., Mekonnen Z., Langeland N., Bjørang O., Safdar N., Mapes A.C., Kates A., Krych L., Castro-Mejía J.L. , Nielsen D.S.",Gut microbiota patterns associated with duration of diarrhea in children under five years of age in Ethiopia,Nature communications,2024,NA,Experiment 3,Ethiopia,Homo sapiens,Feces,UBERON:0001988,Diarrhea,HP:0002014,Healthy Controls,Prolonged or Persistent Diarrhea,A combination of   children whose diarrhea lasted for 7-13 days (Prolonged Diarrhea) and those whose diarrhea lasted for 14 days or longer (Persistent Diarrhea).,663,95,NA,16S,4,Illumina,raw counts,DESeq2,0.05,TRUE,NA,"age,region of residence,sex,time","age,breast feeding,geographic area,sex,time",NA,increased,NA,NA,NA,increased,Signature 1,"Figure 4c, Supplementary table 3",11 October 2024,Cateline Ouma,"Cateline Ouma,Rahila,WikiWorks",DESEq2 differential abundance of taxa in children with prolonged or persistent diarrhea (ProPD) and non-diarrheal controls.,increased,"k__Pseudomonadati|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia sp.,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Limosilactobacillus|s__Limosilactobacillus mucosae,k__Bacillati|p__Bacillota|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella dispar,,k__Pseudomonadati|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter,k__Bacillati|p__Bacillota|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus,k__Bacillati|p__Bacillota|c__Clostridia|o__Lachnospirales|f__Lachnospiraceae|g__Mediterraneibacter|s__Mediterraneibacter gnavus",3379134|1224|1236|91347|543|561|1884818;1783272|1239|91061|186826|33958|2742598|97478;1783272|1239|909932|1843489|31977|29465|39778;;3379134|29547|3031852|213849|72294|194;1783272|1239|91061|186826|1300|1301;1783272|1239|186801|3085636|186803|2316020|33038,Complete,Peace Sandy
